OrderDetailID,OrderID,ProductID,Quantity,PriceEach,TotalPrice
1,109,23,3,140.6243555888351,421.8730667665053
2,144,12,1,441.95123431386185,441.95123431386185
3,82,13,4,166.26417041398335,665.0566816559334
4,224,18,2,219.36278409304612,438.72556818609223
5,256,3,4,386.1764811694529,1544.7059246778117
6,183,27,4,146.64515129714397,586.5806051885759
7,174,26,3,464.02201631568045,1392.0660489470413
8,164,42,1,322.39767718952066,322.39767718952066
9,68,21,3,182.7412994928937,548.2238984786811
10,129,3,1,386.1764811694529,386.1764811694529
11,249,32,4,235.21640863684706,940.8656345473883
12,36,43,3,258.15051770338926,774.4515531101678
13,141,15,1,179.55046069099683,179.55046069099683
14,192,32,3,235.21640863684706,705.6492259105412
15,103,43,4,258.15051770338926,1032.602070813557
16,2,6,4,487.45513408319806,1949.8205363327922
17,279,36,1,201.6839929677742,201.6839929677742
18,232,25,4,224.5675782233399,898.2703128933596
19,41,26,4,464.02201631568045,1856.0880652627218
20,286,48,5,388.8132485394478,1944.066242697239
21,54,30,1,476.0805682102502,476.0805682102502
22,30,28,5,479.3408898225919,2396.7044491129595
23,87,2,2,255.49922444549495,510.9984488909899
24,144,5,3,172.80769876843488,518.4230963053046
25,28,25,2,224.5675782233399,449.1351564466798
26,243,26,4,464.02201631568045,1856.0880652627218
27,58,9,4,182.50245622826156,730.0098249130463
28,81,28,4,479.3408898225919,1917.3635592903677
29,35,2,1,255.49922444549495,255.49922444549495
30,297,24,2,344.9015016505583,689.8030033011166
31,108,48,4,388.8132485394478,1555.2529941577911
32,154,46,5,169.93248151532975,849.6624075766488
33,118,7,3,484.26767905942313,1452.8030371782693
34,261,48,2,388.8132485394478,777.6264970788956
35,187,29,3,361.88497593070855,1085.6549277921256
36,162,14,2,380.85274470400907,761.7054894080181
37,230,36,5,201.6839929677742,1008.419964838871
38,229,41,3,440.94312434058753,1322.8293730217626
39,275,35,2,454.2854952885772,908.5709905771544
40,264,26,3,464.02201631568045,1392.0660489470413
41,204,7,4,484.26767905942313,1937.0707162376925
42,206,20,3,218.7660536306108,656.2981608918324
43,116,27,4,146.64515129714397,586.5806051885759
44,184,17,3,200.8510913678053,602.5532741034159
45,34,32,3,235.21640863684706,705.6492259105412
46,101,18,4,219.36278409304612,877.4511363721845
47,124,48,2,388.8132485394478,777.6264970788956
48,60,8,2,111.61450255218918,223.22900510437836
49,89,33,2,496.2095988939715,992.419197787943
50,49,41,1,440.94312434058753,440.94312434058753
51,186,20,1,218.7660536306108,218.7660536306108
52,251,18,5,219.36278409304612,1096.8139204652307
53,49,46,4,169.93248151532975,679.729926061319
54,255,16,3,409.61706972322173,1228.8512091696653
55,289,10,1,133.509371642973,133.509371642973
56,186,10,2,133.509371642973,267.018743285946
57,78,33,4,496.2095988939715,1984.838395575886
58,149,48,4,388.8132485394478,1555.2529941577911
59,260,38,5,346.1443085743635,1730.7215428718175
60,73,28,3,479.3408898225919,1438.0226694677758
61,179,48,5,388.8132485394478,1944.066242697239
62,297,15,2,179.55046069099683,359.10092138199366
63,274,41,2,440.94312434058753,881.8862486811751
64,147,36,5,201.6839929677742,1008.419964838871
65,285,19,5,456.00741451885847,2280.037072594292
66,131,11,1,315.57125543377435,315.57125543377435
67,220,46,1,169.93248151532975,169.93248151532975
68,103,39,1,89.8724935155258,89.8724935155258
69,204,5,3,172.80769876843488,518.4230963053046
70,82,26,1,464.02201631568045,464.02201631568045
71,138,3,5,386.1764811694529,1930.8824058472646
72,277,37,1,436.2154886334091,436.2154886334091
73,93,22,5,433.70403983426496,2168.5201991713247
74,21,2,1,255.49922444549495,255.49922444549495
75,198,10,2,133.509371642973,267.018743285946
76,146,38,5,346.1443085743635,1730.7215428718175
77,238,12,3,441.95123431386185,1325.8537029415857
78,163,33,5,496.2095988939715,2481.0479944698573
79,17,20,2,218.7660536306108,437.5321072612216
80,24,44,1,499.56981407058964,499.56981407058964
81,84,15,2,179.55046069099683,359.10092138199366
82,203,2,5,255.49922444549495,1277.4961222274746
83,238,49,3,89.51848639672136,268.5554591901641
84,132,4,1,353.50398257722065,353.50398257722065
85,261,33,4,496.2095988939715,1984.838395575886
86,92,43,2,258.15051770338926,516.3010354067785
87,218,33,4,496.2095988939715,1984.838395575886
88,51,13,5,166.26417041398335,831.3208520699168
89,41,41,2,440.94312434058753,881.8862486811751
90,159,3,3,386.1764811694529,1158.5294435083588
91,68,30,5,476.0805682102502,2380.402841051251
92,251,42,3,322.39767718952066,967.193031568562
93,216,19,2,456.00741451885847,912.0148290377169
94,272,28,1,479.3408898225919,479.3408898225919
95,65,15,3,179.55046069099683,538.6513820729905
96,109,12,2,441.95123431386185,883.9024686277237
97,2,35,3,454.2854952885772,1362.8564858657314
98,80,38,1,346.1443085743635,346.1443085743635
99,269,40,5,452.40084631443125,2262.004231572156
100,169,37,2,436.2154886334091,872.4309772668182
101,52,49,5,89.51848639672136,447.5924319836068
102,44,19,2,456.00741451885847,912.0148290377169
103,156,33,1,496.2095988939715,496.2095988939715
104,124,12,3,441.95123431386185,1325.8537029415857
105,129,21,3,182.7412994928937,548.2238984786811
106,258,34,3,173.08239429241354,519.2471828772407
107,5,32,3,235.21640863684706,705.6492259105412
108,123,45,2,154.71268463033581,309.42536926067163
109,194,21,3,182.7412994928937,548.2238984786811
110,246,27,4,146.64515129714397,586.5806051885759
111,60,39,1,89.8724935155258,89.8724935155258
112,44,32,5,235.21640863684706,1176.0820431842353
113,102,24,2,344.9015016505583,689.8030033011166
114,28,36,4,201.6839929677742,806.7359718710968
115,92,21,2,182.7412994928937,365.4825989857874
116,239,8,1,111.61450255218918,111.61450255218918
117,62,24,3,344.9015016505583,1034.704504951675
118,75,47,2,407.9476683953336,815.8953367906672
119,119,7,1,484.26767905942313,484.26767905942313
120,230,17,3,200.8510913678053,602.5532741034159
121,67,42,4,322.39767718952066,1289.5907087580827
122,179,42,5,322.39767718952066,1611.9883859476033
123,264,32,2,235.21640863684706,470.4328172736941
124,140,49,3,89.51848639672136,268.5554591901641
125,64,48,3,388.8132485394478,1166.4397456183433
126,206,46,1,169.93248151532975,169.93248151532975
127,181,50,4,166.72622777692487,666.9049111076995
128,250,8,4,111.61450255218918,446.4580102087567
129,5,9,4,182.50245622826156,730.0098249130463
130,75,2,1,255.49922444549495,255.49922444549495
131,4,14,1,380.85274470400907,380.85274470400907
132,181,28,1,479.3408898225919,479.3408898225919
133,226,40,4,452.40084631443125,1809.603385257725
134,81,41,1,440.94312434058753,440.94312434058753
135,224,11,4,315.57125543377435,1262.2850217350974
136,169,34,5,173.08239429241354,865.4119714620676
137,48,27,3,146.64515129714397,439.9354538914319
138,105,39,5,89.8724935155258,449.362467577629
139,190,37,2,436.2154886334091,872.4309772668182
140,247,27,4,146.64515129714397,586.5806051885759
141,127,44,3,499.56981407058964,1498.7094422117689
142,200,33,5,496.2095988939715,2481.0479944698573
143,246,27,2,146.64515129714397,293.29030259428794
144,191,38,2,346.1443085743635,692.288617148727
145,188,47,2,407.9476683953336,815.8953367906672
146,248,36,5,201.6839929677742,1008.419964838871
147,83,23,3,140.6243555888351,421.8730667665053
148,139,12,3,441.95123431386185,1325.8537029415857
149,201,43,2,258.15051770338926,516.3010354067785
150,182,3,3,386.1764811694529,1158.5294435083588
151,49,44,1,499.56981407058964,499.56981407058964
152,128,23,1,140.6243555888351,140.6243555888351
153,126,34,5,173.08239429241354,865.4119714620676
154,6,3,4,386.1764811694529,1544.7059246778117
155,45,32,3,235.21640863684706,705.6492259105412
156,54,39,5,89.8724935155258,449.362467577629
157,276,23,5,140.6243555888351,703.1217779441755
158,26,29,2,361.88497593070855,723.7699518614171
159,14,7,5,484.26767905942313,2421.3383952971158
160,190,23,1,140.6243555888351,140.6243555888351
161,5,43,4,258.15051770338926,1032.602070813557
162,285,48,3,388.8132485394478,1166.4397456183433
163,101,48,4,388.8132485394478,1555.2529941577911
164,253,38,5,346.1443085743635,1730.7215428718175
165,192,40,4,452.40084631443125,1809.603385257725
166,90,28,2,479.3408898225919,958.6817796451838
167,262,15,3,179.55046069099683,538.6513820729905
168,43,21,2,182.7412994928937,365.4825989857874
169,146,44,2,499.56981407058964,999.1396281411793
170,136,23,5,140.6243555888351,703.1217779441755
171,300,41,4,440.94312434058753,1763.7724973623501
172,57,29,1,361.88497593070855,361.88497593070855
173,145,14,4,380.85274470400907,1523.4109788160363
174,61,4,3,353.50398257722065,1060.511947731662
175,93,1,2,358.98465174820154,717.9693034964031
176,245,25,2,224.5675782233399,449.1351564466798
177,86,38,5,346.1443085743635,1730.7215428718175
178,218,29,2,361.88497593070855,723.7699518614171
179,32,32,3,235.21640863684706,705.6492259105412
180,165,15,1,179.55046069099683,179.55046069099683
181,283,49,3,89.51848639672136,268.5554591901641
182,280,19,1,456.00741451885847,456.00741451885847
183,243,2,2,255.49922444549495,510.9984488909899
184,7,26,4,464.02201631568045,1856.0880652627218
185,291,37,4,436.2154886334091,1744.8619545336364
186,37,48,3,388.8132485394478,1166.4397456183433
187,54,46,2,169.93248151532975,339.8649630306595
188,64,2,3,255.49922444549495,766.4976733364848
189,265,47,4,407.9476683953336,1631.7906735813344
190,195,27,3,146.64515129714397,439.9354538914319
191,139,38,5,346.1443085743635,1730.7215428718175
192,141,41,4,440.94312434058753,1763.7724973623501
193,251,9,1,182.50245622826156,182.50245622826156
194,54,13,3,166.26417041398335,498.79251124195
195,9,41,5,440.94312434058753,2204.715621702938
196,104,25,5,224.5675782233399,1122.8378911166994
197,121,33,5,496.2095988939715,2481.0479944698573
198,228,34,3,173.08239429241354,519.2471828772407
199,180,35,3,454.2854952885772,1362.8564858657314
200,76,23,3,140.6243555888351,421.8730667665053
201,195,33,3,496.2095988939715,1488.6287966819145
202,101,32,3,235.21640863684706,705.6492259105412
203,4,15,1,179.55046069099683,179.55046069099683
204,239,12,1,441.95123431386185,441.95123431386185
205,171,16,5,409.61706972322173,2048.0853486161086
206,21,44,2,499.56981407058964,999.1396281411793
207,20,6,5,487.45513408319806,2437.27567041599
208,102,49,4,89.51848639672136,358.07394558688543
209,197,9,1,182.50245622826156,182.50245622826156
210,156,33,3,496.2095988939715,1488.6287966819145
211,164,20,5,218.7660536306108,1093.830268153054
212,60,42,5,322.39767718952066,1611.9883859476033
213,131,21,1,182.7412994928937,182.7412994928937
214,260,34,3,173.08239429241354,519.2471828772407
215,66,5,1,172.80769876843488,172.80769876843488
216,21,44,3,499.56981407058964,1498.7094422117689
217,67,14,5,380.85274470400907,1904.2637235200455
218,235,43,2,258.15051770338926,516.3010354067785
219,168,13,3,166.26417041398335,498.79251124195
220,187,43,3,258.15051770338926,774.4515531101678
221,239,47,3,407.9476683953336,1223.843005186001
222,267,36,2,201.6839929677742,403.3679859355484
223,189,8,1,111.61450255218918,111.61450255218918
224,38,8,2,111.61450255218918,223.22900510437836
225,262,34,1,173.08239429241354,173.08239429241354
226,90,14,4,380.85274470400907,1523.4109788160363
227,12,17,5,200.8510913678053,1004.2554568390266
228,282,31,5,447.47534345471036,2237.3767172735515
229,36,43,2,258.15051770338926,516.3010354067785
230,231,17,2,200.8510913678053,401.7021827356106
231,7,32,4,235.21640863684706,940.8656345473883
232,44,18,3,219.36278409304612,658.0883522791383
233,67,28,2,479.3408898225919,958.6817796451838
234,91,47,4,407.9476683953336,1631.7906735813344
235,127,19,1,456.00741451885847,456.00741451885847
236,236,32,4,235.21640863684706,940.8656345473883
237,17,28,1,479.3408898225919,479.3408898225919
238,162,38,1,346.1443085743635,346.1443085743635
239,88,31,5,447.47534345471036,2237.3767172735515
240,297,36,5,201.6839929677742,1008.419964838871
241,263,15,5,179.55046069099683,897.7523034549841
242,70,7,3,484.26767905942313,1452.8030371782693
243,174,31,4,447.47534345471036,1789.9013738188414
244,148,38,1,346.1443085743635,346.1443085743635
245,195,48,4,388.8132485394478,1555.2529941577911
246,198,20,1,218.7660536306108,218.7660536306108
247,144,36,3,201.6839929677742,605.0519789033226
248,196,9,3,182.50245622826156,547.5073686847848
249,44,21,1,182.7412994928937,182.7412994928937
250,164,46,5,169.93248151532975,849.6624075766488
251,55,23,1,140.6243555888351,140.6243555888351
252,84,13,3,166.26417041398335,498.79251124195
253,87,40,4,452.40084631443125,1809.603385257725
254,84,10,2,133.509371642973,267.018743285946
255,272,39,1,89.8724935155258,89.8724935155258
256,56,1,4,358.98465174820154,1435.9386069928062
257,195,41,5,440.94312434058753,2204.715621702938
258,108,47,2,407.9476683953336,815.8953367906672
259,73,30,2,476.0805682102502,952.1611364205004
260,218,30,3,476.0805682102502,1428.2417046307505
261,205,13,1,166.26417041398335,166.26417041398335
262,78,35,2,454.2854952885772,908.5709905771544
263,169,24,3,344.9015016505583,1034.704504951675
264,50,47,4,407.9476683953336,1631.7906735813344
265,121,42,4,322.39767718952066,1289.5907087580827
266,158,45,3,154.71268463033581,464.1380538910074
267,173,6,2,487.45513408319806,974.9102681663961
268,225,7,4,484.26767905942313,1937.0707162376925
269,271,49,2,89.51848639672136,179.03697279344271
270,22,33,2,496.2095988939715,992.419197787943
271,235,20,5,218.7660536306108,1093.830268153054
272,111,41,4,440.94312434058753,1763.7724973623501
273,276,13,5,166.26417041398335,831.3208520699168
274,235,40,5,452.40084631443125,2262.004231572156
275,168,12,5,441.95123431386185,2209.756171569309
276,79,49,2,89.51848639672136,179.03697279344271
277,50,38,4,346.1443085743635,1384.577234297454
278,281,34,2,173.08239429241354,346.1647885848271
279,288,7,4,484.26767905942313,1937.0707162376925
280,200,34,5,173.08239429241354,865.4119714620676
281,211,31,1,447.47534345471036,447.47534345471036
282,26,33,4,496.2095988939715,1984.838395575886
283,271,2,3,255.49922444549495,766.4976733364848
284,300,15,3,179.55046069099683,538.6513820729905
285,101,5,2,172.80769876843488,345.61539753686975
286,203,22,1,433.70403983426496,433.70403983426496
287,31,1,1,358.98465174820154,358.98465174820154
288,119,14,3,380.85274470400907,1142.558234112027
289,213,6,5,487.45513408319806,2437.27567041599
290,229,44,4,499.56981407058964,1998.2792562823586
291,190,4,1,353.50398257722065,353.50398257722065
292,109,31,1,447.47534345471036,447.47534345471036
293,53,48,3,388.8132485394478,1166.4397456183433
294,10,18,3,219.36278409304612,658.0883522791383
295,28,33,1,496.2095988939715,496.2095988939715
296,265,43,5,258.15051770338926,1290.7525885169462
297,249,11,2,315.57125543377435,631.1425108675487
298,132,39,2,89.8724935155258,179.7449870310516
299,47,11,3,315.57125543377435,946.7137663013231
300,255,39,5,89.8724935155258,449.362467577629
301,57,50,4,166.72622777692487,666.9049111076995
302,266,1,2,358.98465174820154,717.9693034964031
303,71,46,3,169.93248151532975,509.79744454598926
304,189,5,1,172.80769876843488,172.80769876843488
305,113,42,4,322.39767718952066,1289.5907087580827
306,180,38,4,346.1443085743635,1384.577234297454
307,118,40,5,452.40084631443125,2262.004231572156
308,162,25,2,224.5675782233399,449.1351564466798
309,284,22,3,433.70403983426496,1301.112119502795
310,86,21,5,182.7412994928937,913.7064974644684
311,153,44,4,499.56981407058964,1998.2792562823586
312,146,28,2,479.3408898225919,958.6817796451838
313,150,9,3,182.50245622826156,547.5073686847848
314,233,45,4,154.71268463033581,618.8507385213433
315,53,14,2,380.85274470400907,761.7054894080181
316,165,4,4,353.50398257722065,1414.0159303088826
317,161,19,3,456.00741451885847,1368.0222435565754
318,86,37,2,436.2154886334091,872.4309772668182
319,167,13,2,166.26417041398335,332.5283408279667
320,152,15,3,179.55046069099683,538.6513820729905
321,36,1,1,358.98465174820154,358.98465174820154
322,176,10,2,133.509371642973,267.018743285946
323,53,37,3,436.2154886334091,1308.6464659002272
324,140,5,1,172.80769876843488,172.80769876843488
325,159,46,4,169.93248151532975,679.729926061319
326,30,8,3,111.61450255218918,334.84350765656757
327,105,13,3,166.26417041398335,498.79251124195
328,237,26,3,464.02201631568045,1392.0660489470413
329,107,29,2,361.88497593070855,723.7699518614171
330,188,45,4,154.71268463033581,618.8507385213433
331,138,27,2,146.64515129714397,293.29030259428794
332,259,6,3,487.45513408319806,1462.3654022495941
333,71,28,1,479.3408898225919,479.3408898225919
334,239,21,5,182.7412994928937,913.7064974644684
335,147,41,3,440.94312434058753,1322.8293730217626
336,62,28,1,479.3408898225919,479.3408898225919
337,186,46,5,169.93248151532975,849.6624075766488
338,153,27,2,146.64515129714397,293.29030259428794
339,248,14,1,380.85274470400907,380.85274470400907
340,214,23,5,140.6243555888351,703.1217779441755
341,61,15,4,179.55046069099683,718.2018427639873
342,116,47,2,407.9476683953336,815.8953367906672
343,40,39,5,89.8724935155258,449.362467577629
344,94,22,4,433.70403983426496,1734.8161593370598
345,154,17,3,200.8510913678053,602.5532741034159
346,61,16,2,409.61706972322173,819.2341394464435
347,46,46,3,169.93248151532975,509.79744454598926
348,220,12,5,441.95123431386185,2209.756171569309
349,198,32,3,235.21640863684706,705.6492259105412
350,29,49,4,89.51848639672136,358.07394558688543
351,148,45,4,154.71268463033581,618.8507385213433
352,224,22,5,433.70403983426496,2168.5201991713247
353,67,37,5,436.2154886334091,2181.0774431670457
354,53,20,4,218.7660536306108,875.0642145224432
355,207,43,1,258.15051770338926,258.15051770338926
356,168,4,1,353.50398257722065,353.50398257722065
357,6,2,2,255.49922444549495,510.9984488909899
358,216,36,3,201.6839929677742,605.0519789033226
359,122,21,1,182.7412994928937,182.7412994928937
360,123,2,4,255.49922444549495,1021.9968977819798
361,82,36,5,201.6839929677742,1008.419964838871
362,298,21,5,182.7412994928937,913.7064974644684
363,286,21,4,182.7412994928937,730.9651979715748
364,22,15,2,179.55046069099683,359.10092138199366
365,177,5,2,172.80769876843488,345.61539753686975
366,114,32,5,235.21640863684706,1176.0820431842353
367,236,46,5,169.93248151532975,849.6624075766488
368,10,31,5,447.47534345471036,2237.3767172735515
369,41,38,1,346.1443085743635,346.1443085743635
370,177,12,2,441.95123431386185,883.9024686277237
371,103,17,3,200.8510913678053,602.5532741034159
372,231,22,5,433.70403983426496,2168.5201991713247
373,282,37,2,436.2154886334091,872.4309772668182
374,269,3,1,386.1764811694529,386.1764811694529
375,227,45,5,154.71268463033581,773.5634231516791
376,240,1,5,358.98465174820154,1794.9232587410077
377,134,18,1,219.36278409304612,219.36278409304612
378,3,19,4,456.00741451885847,1824.0296580754339
379,263,19,4,456.00741451885847,1824.0296580754339
380,60,41,1,440.94312434058753,440.94312434058753
381,233,22,2,433.70403983426496,867.4080796685299
382,179,37,1,436.2154886334091,436.2154886334091
383,171,30,1,476.0805682102502,476.0805682102502
384,12,37,4,436.2154886334091,1744.8619545336364
385,156,7,2,484.26767905942313,968.5353581188463
386,271,24,3,344.9015016505583,1034.704504951675
387,166,3,5,386.1764811694529,1930.8824058472646
388,139,44,2,499.56981407058964,999.1396281411793
389,259,6,3,487.45513408319806,1462.3654022495941
390,7,25,3,224.5675782233399,673.7027346700197
391,246,2,2,255.49922444549495,510.9984488909899
392,174,33,3,496.2095988939715,1488.6287966819145
393,271,19,4,456.00741451885847,1824.0296580754339
394,276,33,2,496.2095988939715,992.419197787943
395,103,26,1,464.02201631568045,464.02201631568045
396,226,50,1,166.72622777692487,166.72622777692487
397,101,19,1,456.00741451885847,456.00741451885847
398,138,12,1,441.95123431386185,441.95123431386185
399,189,2,5,255.49922444549495,1277.4961222274746
400,162,35,1,454.2854952885772,454.2854952885772
401,121,11,2,315.57125543377435,631.1425108675487
402,69,31,5,447.47534345471036,2237.3767172735515
403,195,29,4,361.88497593070855,1447.5399037228342
404,50,42,4,322.39767718952066,1289.5907087580827
405,137,22,5,433.70403983426496,2168.5201991713247
406,190,32,5,235.21640863684706,1176.0820431842353
407,237,34,5,173.08239429241354,865.4119714620676
408,45,41,4,440.94312434058753,1763.7724973623501
409,24,22,1,433.70403983426496,433.70403983426496
410,27,27,1,146.64515129714397,146.64515129714397
411,155,44,5,499.56981407058964,2497.8490703529483
412,277,32,3,235.21640863684706,705.6492259105412
413,47,6,2,487.45513408319806,974.9102681663961
414,53,35,5,454.2854952885772,2271.427476442886
415,40,31,4,447.47534345471036,1789.9013738188414
416,2,23,4,140.6243555888351,562.4974223553404
417,114,41,2,440.94312434058753,881.8862486811751
418,263,40,5,452.40084631443125,2262.004231572156
419,65,8,2,111.61450255218918,223.22900510437836
420,183,3,3,386.1764811694529,1158.5294435083588
421,70,1,3,358.98465174820154,1076.9539552446047
422,56,17,5,200.8510913678053,1004.2554568390266
423,260,44,4,499.56981407058964,1998.2792562823586
424,18,20,5,218.7660536306108,1093.830268153054
425,18,29,1,361.88497593070855,361.88497593070855
426,42,34,3,173.08239429241354,519.2471828772407
427,21,36,3,201.6839929677742,605.0519789033226
428,223,22,5,433.70403983426496,2168.5201991713247
429,187,46,2,169.93248151532975,339.8649630306595
430,280,35,5,454.2854952885772,2271.427476442886
431,185,25,2,224.5675782233399,449.1351564466798
432,18,37,3,436.2154886334091,1308.6464659002272
433,50,3,4,386.1764811694529,1544.7059246778117
434,184,27,1,146.64515129714397,146.64515129714397
435,41,5,1,172.80769876843488,172.80769876843488
436,187,2,3,255.49922444549495,766.4976733364848
437,171,11,1,315.57125543377435,315.57125543377435
438,233,40,4,452.40084631443125,1809.603385257725
439,292,1,5,358.98465174820154,1794.9232587410077
440,290,37,1,436.2154886334091,436.2154886334091
441,152,17,2,200.8510913678053,401.7021827356106
442,248,31,3,447.47534345471036,1342.426030364131
443,142,34,1,173.08239429241354,173.08239429241354
444,10,9,5,182.50245622826156,912.5122811413078
445,226,3,1,386.1764811694529,386.1764811694529
446,236,23,2,140.6243555888351,281.2487111776702
447,267,22,2,433.70403983426496,867.4080796685299
448,97,47,4,407.9476683953336,1631.7906735813344
449,108,27,3,146.64515129714397,439.9354538914319
450,29,12,1,441.95123431386185,441.95123431386185
451,92,31,3,447.47534345471036,1342.426030364131
452,233,28,5,479.3408898225919,2396.7044491129595
453,39,15,2,179.55046069099683,359.10092138199366
454,59,28,3,479.3408898225919,1438.0226694677758
455,213,29,5,361.88497593070855,1809.4248796535428
456,148,44,1,499.56981407058964,499.56981407058964
457,66,43,2,258.15051770338926,516.3010354067785
458,26,42,2,322.39767718952066,644.7953543790413
459,26,21,2,182.7412994928937,365.4825989857874
460,172,43,1,258.15051770338926,258.15051770338926
461,120,27,5,146.64515129714397,733.2257564857198
462,288,25,3,224.5675782233399,673.7027346700197
463,140,23,1,140.6243555888351,140.6243555888351
464,143,19,3,456.00741451885847,1368.0222435565754
465,261,39,4,89.8724935155258,359.4899740621032
466,200,50,1,166.72622777692487,166.72622777692487
467,246,22,4,433.70403983426496,1734.8161593370598
468,195,45,1,154.71268463033581,154.71268463033581
469,133,49,4,89.51848639672136,358.07394558688543
470,54,46,4,169.93248151532975,679.729926061319
471,251,32,1,235.21640863684706,235.21640863684706
472,121,20,5,218.7660536306108,1093.830268153054
473,237,20,2,218.7660536306108,437.5321072612216
474,266,34,3,173.08239429241354,519.2471828772407
475,46,40,5,452.40084631443125,2262.004231572156
476,114,35,4,454.2854952885772,1817.1419811543087
477,47,48,3,388.8132485394478,1166.4397456183433
478,162,16,3,409.61706972322173,1228.8512091696653
479,222,27,5,146.64515129714397,733.2257564857198
480,154,12,4,441.95123431386185,1767.8049372554474
481,197,30,3,476.0805682102502,1428.2417046307505
482,104,18,3,219.36278409304612,658.0883522791383
483,213,39,2,89.8724935155258,179.7449870310516
484,134,23,2,140.6243555888351,281.2487111776702
485,147,13,3,166.26417041398335,498.79251124195
486,141,46,5,169.93248151532975,849.6624075766488
487,149,34,5,173.08239429241354,865.4119714620676
488,236,4,4,353.50398257722065,1414.0159303088826
489,7,17,4,200.8510913678053,803.4043654712212
490,260,25,3,224.5675782233399,673.7027346700197
491,214,22,3,433.70403983426496,1301.112119502795
492,237,45,3,154.71268463033581,464.1380538910074
493,139,42,3,322.39767718952066,967.193031568562
494,57,37,4,436.2154886334091,1744.8619545336364
495,112,17,3,200.8510913678053,602.5532741034159
496,90,35,5,454.2854952885772,2271.427476442886
497,31,9,3,182.50245622826156,547.5073686847848
498,251,27,4,146.64515129714397,586.5806051885759
499,205,33,3,496.2095988939715,1488.6287966819145
500,63,6,3,487.45513408319806,1462.3654022495941
501,218,28,3,479.3408898225919,1438.0226694677758
502,176,43,4,258.15051770338926,1032.602070813557
503,2,5,1,172.80769876843488,172.80769876843488
504,296,10,2,133.509371642973,267.018743285946
505,271,25,3,224.5675782233399,673.7027346700197
506,13,11,5,315.57125543377435,1577.8562771688717
507,38,5,2,172.80769876843488,345.61539753686975
508,82,43,5,258.15051770338926,1290.7525885169462
509,264,21,5,182.7412994928937,913.7064974644684
510,272,29,1,361.88497593070855,361.88497593070855
511,40,12,4,441.95123431386185,1767.8049372554474
512,199,33,1,496.2095988939715,496.2095988939715
513,39,14,3,380.85274470400907,1142.558234112027
514,12,31,5,447.47534345471036,2237.3767172735515
515,293,12,1,441.95123431386185,441.95123431386185
516,133,44,1,499.56981407058964,499.56981407058964
